mek,yurt
mıh,çivi
mis,Misk
misk,mis
nar,Ateş
nefs,Zat
net,Safi
ni,Nikel
nim,yarı
nuh,Adem
nur,ziya
öke,dâhi
ökün,Gez
ole,yaşa
olta,yem
örf,Töre
örk,örük
örtü,dam
oruk,Örk
ot,zehir
otuz,Xxx
ova,yazı
öze,özgü
pek,katı
pençe,el
pest,Pes
pik,maça
popo,Kıç
pupa,kıç
radon,Rn
rn,Radon
rüya,Düş
sada,Ses
saf,sıra
say,emek
şeb,gece
seda,ses
semt,yön
ser,kafa
set,seki
sevi,aşk
şeyh,Pir
şita,kış
şive,eda
sn,Kalay
sofa,hol
son,ölüm
stop,Dur
şua,ışın
şube,dal
tang,Tan
tap,Umut
tayf,ruh
tehi,boş
tem,tema
tema,tem
titr,san
tümör,ur
tün,gece
uce,Yüce
udi,utçu
uele,Kül
üleş,Pay
ulu,Yüce
umu,arzu
ünik,Tek
ürüm,Rum
urus,Rus
üst,yüzü
usu,Deli
utçu,udi
uz,güzel
vech,Yüz
voli,kâr
xx,Yirmi
xxx,Otuz
yan,tali
yedi,Vıı
yıl,Sene
yuh,yuha
yuha,yuh
yük,eşya
zan,sanı
zat,kişi
zeyil,Ek
zıh,Yaka
abiş,Abuş
abla,mama
abra,dara
abuk,Kişi
acemi,toy
adale,Kas
adap,töre
adele,Kas
adl,Marûf
adlı,ünlü
ağı,zehir
ağıl,hale
ağu,Zehir
ah,beddua
ahan,İşte
aişe,Ayşe
akan,Cari
akçe,akça
akış,akın
akor,Uygu
akse,kriz
alaca,ala
alev,şule
alt,madun
amme,kamu
analog,eş
anca,öyle
anif,kaba
anıs,Anuş
ano,Anuko
anüs,şerç
apaz,avuç
arya,Aria
arz,sunma
aşırı,çok
ast,madun
astım,Yen
at,Beygir
atan,Rami
avam,halk
avaz,nara
ayam,Hava
ayan,açık
azan,Dall
ba,Baryum
baç,haraç
bacı,abla
bade,içki
bagaj,Yük
bağı,büyü
baht,şans
baryum,Ba
basar,göz
bati,ağır
bay,erkek
baz,temel
bed,tuhaf
belen,bel
beli,evet
beniz,yüz
berk,katı
bey,satış
beygir,at
bez,Çaput
bezen,süs
bezik,İki
bi,Bizmut
bibi,hala
bile,dahi
bini,Kapı
birkaç,az
boca,Poca
böce,böcü
böcü,kurt
bok,Dışkı
boklu,pis
bön,ahmak
bor,borak
bori,Kurt
börk,Bere
boya,Renk
branş,kol
buat,Kutu
budak,Dal
buğa,Boğa
buğz,Hıkd
bunca,çok
bundan,Bu
büyü,bağı
çaça,mama
çak,yarık
cam,sırça
çane,Çene
çapı,Ağır
çaput,bez
çare,Deva
cari,akan
çav,haber
çe,Seryum
cebe,zırh
cebel,dağ
celil,ulu
çeper,zar
cer,Çekme
çeşit,Tür
ceviz,koz
cezir,kök
çh,Tolüen
çip,yonga
çipo,çıpa
cips,İnce
ço,Kobalt
çok,Fazla
çözüm,hal
çs,Sezyum
cüd,Marûf
çul,giysi
dağ,nişan
dans,raks
dara,abra
daraç,dar
daraş,Dar
daru,ilaç
data,veri
daye,dadı
debi,akım
def,savma
değin,dek
deha,dâhi
dek,kadar
deme,ağıt
derin,dip
deva,İlaç
didi,Dedi
dil,Lisan
dizi,sıra
doğu,Şark
döl,nesil
don,külot
done,veri
donuk,Mat
döş,bağır
dr,Doktor
düldül,at
dünkü,toy
eden,Fail
edep,Adap
edil,Etil
edim,ivaz
eftal,Yeğ
ekin,hars
eko,yankı
ekol,okul
ekstre,öz
elan,daha
elkızı,eş
emmi,amca
emtia,mal
enam,halk
eni,Küçük
ense,arka
ensiz,dar
erk,nüfuz
esans,Ruh
esef,tasa
esna,sıra
eşsiz,Tek
eti,hitit
etil,Edil
eve,Nazar
faide,Sûd
faiz,ürem
fak,kapan
fay,Kırık
fecir,tan
felç,inme
fena,Kötü
ferde,top
feth,Açma
fetiş,put
feza,Uzay
fial,Efal
fizik,Fen
folk,Halk
foto,ışık
fut,kadem
ga,Galyum
gaga,ağız
gara,Kara
gaye,Amaç
gayz,hınç
gebe,aylı
gene,yine
gic,Bacak
gine,yine
gizem,Sır
ğizin,Sır
gömüt,sin
güdü,saik
güfte,söz
gülüt,Gag
haba,Halı
haç,salip
hacer,Taş
hakir,hor
hal,Durum
hala,bibi
hale,ayla
halis,saf
hamel,Koç
hamiş,not
hanay,hol
hara,hare
havai,boş
hayal,Düş
hayli,çok
hepsi,hep
hezen,dal
hina,Kına
hır,dalaş
hisse,Pay
hitit,eti
hor,aşağı
hür,Özgür
icar,kira
içim,içiş
içlik,Don
iddia,sav
ifa,ödeme
iğ,kirmen
iglo,İglu
ihsas,ima
iki,Çatal
ilçe,kaza
ille,illa
im,işaret
ima,ihsas
imaj,imge
imce,Harf
in,mağara
ırak,Uzak
iri,Büyük
iris,Arış
işaret,im
ise,Şayet
isot,İsot
ita,ödeme
itır,Koku
itki,tepi
ivaz,ödün
iye,Sahip
izbe,sapa
kaba,kötü
kabza,sap
kadar,dek
kalem,tür
kam,şaman
kanal,hat
kano,Uzun
kargo,yük
kari,okur
karık,ark
karo,orya
karye,köy
kas,adale
kat,mevki
kay,kusma
kayar,pay
kebir,ulu
kehle,bit
kelam,söz
keman,yay
kenar,yan
kendi,zat
kepez,dağ
ket,engel
kez,sefer
kıç,makat
kimya,Fen
kin,garaz
kip,sıyga
kira,icar
kıray,asi
kit,macun
kobalt,Co
koç,hamel
koca,zevç
kod,şifre
koka,Peru
koş,Siyit
koşa,ikiz
koz,ceviz
kukla,Bez
kula,Yele
külot,don
küme,grup
kur,düzey
kurak,yıl
kurun,Çağ
lafın,Söz
lahika,ek
lakin,ama
lama,Deve
lantan,La
lavta,ebe
li,Lityum
lisan,Dil
lök,lökün
lökün,Lök
madun,alt
mağara,İn
mail,eğik
makam,yer
mama,abla
mat,donuk
matah,Mal
matem,Yas
mayi,sıvı
mecmu,hep
medh,Övgü
mevt,ölüm
mey,şarap
meze,alay
miço,muço
midi,orta
mikap,Küp
mit,mitos
mitos,mit
mn,Mangan
monu,Menü
morto,ölü
mösyö,bay
muço,miço
mülk,ülke
multi,Çok
mün,Çorba
muta,veri
na,Sodyum
nalça,nal
nan,ekmek
nanay,yok
nas,dogma
nazar,göz
nene,anne
nine,nene
nü,çıplak
nüfuz,erk
öbek,küme
öcü,umacı
ofis,büro
öge,unsur
öğün,defa
okur,kari
olay,vaka
oldu,evet
ölme,uful
ölü,mevta
oluş,vuku
onay,izin
onu,Önsüz
ora,Orası
orası,ora
örgü,örme
orta,midi
örü,otlak
orya,karo
otak,Otağ
oya,Mekik
öz,ekstre
ozan,Şair
paha,eder
pak,Temiz
pamuk,hav
pasak,kir
pat,basık
pazı,beze
peso,Pezo
peyk,uydu
piket,İki
pin,Kümes
pipo,Lüle
pir,iyice
platin,Pt
ponje,Düz
posta,kol
poz,çalım
pruva,Yay
püre,Ezme
put,fetiş
ra,Radyum
rab,tanrı
rabb,Hüda
radyum,Ra
repo,faiz
rızk,Azık
ruba,urba
şafak,Tan
sağcı,Sağ
sagu,ağıt
saha,alan
sahn,avlu
sahra,kır
şair,Ozan
sakaf,dam
sal,tabut
salca,Sos
salip,Haç
şaman,kam
sanem,Put
sap,erkek
şark,doğu
şatır,şen
şato,Burg
şavk,ışık
savma,Def
sayı,skor
şebeke,ağ
sed,Sıkma
şef,lider
sefa,neşe
şek,şüphe
sel,yığın
sele,sere
seme,alık
sena,övme
serç,Anüs
sere,sele
seri,dizi
sevda,aşk
şevk,neşe
şey,madde
şifa,Onma
şifre,kod
sıkı,katı
sil,Silme
silis,Kum
şim,Gümüş
sırat,yol
sırça,cam
sire,Şıra
şirin,hoş
sırp,Slav
şişik,şiş
sıyga,kip
ski,kayak
skor,sayı
söbe,oval
soğe,Söve
şöhret,ün
solcu,Sol
soma,Suma
soru,Sual
sös,Salça
sual,Soru
suç,cürüm
sucu,saka
sufi,Sofi
süfli,adi
süje,özne
suma,Soma
şunca,çok
sur,talih
süsü,Sade
süt,mazot
süzme,saf
tan,Fecir
tane,Adet
tapa,tıpa
taraf,Yan
tarik,yol
taş,tariz
taun,veba
taya,dadı
temel,baz
ten,vücut
tepi,itki
terim,had
th,Toryum
tıfıl,toy
tığ,kılıç
tip,çeşit
tıpa,tapa
tl,Talyum
tm,Tulyum
tolüen,Ch
top,ferde
tos,Büngü
toto,popo
trio,üçlü
tüp,Tulum
tutam,lot
ucul,Füze
ud,Divane
ülen,ulan
ulvi,yüce
umacı,öcü
umar,çare
umde,ilke
umma,Ümit
umut,ümit
unsur,Öğe
unvan,san
uygu,Akor
üzgü,cefa
vaaz,Cami
vahit,tek
valf,vana
vana,valf
veba,taun
veca,ağrı
veçhe,yön
vere,Vire
veri,data
vido,Oyun
vites,Hız
yankı,eko
yanku,Eko
yaş,Matem
yeki,Biri
yerme,zem
yeygi,yem
yine,gene
yır,nağme
yış,Orman
yok,Yasak
yön,taraf
yonga,çip
yoz,kısır
yumru,nod
yy,Yüzyıl
zar,çeper
zemin,yer
zen,kadın
zer,altın
zevç,koca
zifos,boş
zr,Zirkon
zük,nezle
abat,rahat
abc,Alfabe
abide,Anıt
ablak,Oval
açan,Fatih
acara,acar
acep,acaba
açım,küşat
acun,dünya
acyo,Aciyo
ada,cezire
adak,nezir
adil,Zamir
adım,hamle
afet,kıran
afşin,Zırh
afsun,büyü
ağa,ağabey
ağabey,aka
ağcı,Ağıcı
aguş,kucak
ahşa,bağır
ahu,ceylan
ait,ilgili
aka,ağabey
akaju,maun
akak,yatak
akdem,Önce
akıf,Vakıf
akın,Hücum
aks,dingil
aksiyon,iş
alaka,İlgi
alası,Erek
alaz,yalaz
alet,aygıt
ali,yüksek
alık,ebleh
alil,sakat
alın,Karşı
amale,İşçi
amık,Derin
amit,Armut
amut,dikme
and,Antlığ
anı,Hatıra
anık,hazır
anıt,Abide
anlak,zekâ
anti,Muzad
antimon,Sb
apaş,hayta
apse,çıban
araf,Geçit
arak,çalma
arda,ardıl
argaç,atkı
arıca,Arca
arin,Arçuk
arış,çözgü
arkaç,ağıl
arma,Ongun
artar,Faiz
aşağı,kötü
asal,esasi
aşama,etap
asap,Sinir
asit,hamız
askı,fener
asma,asılı
asuman,gök
atkı,argaç
atmık,Meni
atmış,Atma
avanak,bön
avcı,orion
ayça,hilal
aydan,Aylu
ayevi,ayla
ayırt,fark
aylık,maaş
ayna,mirat
azanın,Üye
azeri,Oğuz
azma,melez
azman,azma
bad,rüzgâr
badi,ördek
badiye,çöl
bağ,rabıta
bahis,konu
baki,öteki
bala,çocuk
balçık,mil
balya,denk
barata,Kep
bariş,Sulh
başka,özge
başlı,Çivi
bayan,karı
bayğı,Koma
bazen,Kimi
bebe,Bebek
bebek,Bebe
bel,işaret
bende,köle
beni,insan
bere,çizik
beyzi,oval
beze,gudde
bicik,meme
bid,Tender
bihuş,deli
bike,Beyge
bili,bilgi
bilim,İlim
birey,Fert
bişi,Çörek
bitik,fena
bitimi,Son
bitmiş,Son
bızdık,Kıç
boğa,sevir
böle,kuzen
bölüş,Ülüş
bronz,tunç
buğu,Buhar
büklük,Bük
bula,Yenge
bulma,İcat
bulus,İcat
burcu,ıtır
buut,Boyut
çadır,otağ
çağa,bebek
caize,azık
çaltı,çalı
canlı,Diri
çap,aykırı
çapar,ulak
çaşit,Ajan
casus,ajan
çat,kavşak
çavuş,Huni
cayma,Rücu
çeçe,Yenge
cedi,oğlak
cedit,yeni
cefa,Zulüm
çekim,plan
çene,çarık
çerge,otağ
çeri,Asker
ceset,naaş
çevik,atik
cezire,ada
cıcık,Çaça
çığa,Horoz
çiğin,omuz
çıkı,çıkın
çıkın,çıkı
cılk,cıvık
çın,gerçek
çıpa,demir
çıra,lamba
cirt,Kâğıt
çiy,şebnem
çıyan,hain
çizi,çizgi
çizme,Mûze
çöl,badiye
çörek,Kurs
çözgü,arış
çünkü,zira
cüzi,tikel
d,dahiyane
daha,henüz
daire,ölçü
dalan,lobi
damla,felç
darb,Vuruş
dargın,Küs
darı,mısır
dayı,yiğit
daz,dazlak
dazlak,baş
de,okunuşu
demir,sert
derg,tekke
derli,Türü
ders,ibret
devran,çağ
deyi,logos
diga,Oğlan
diğer,öbür
dikel,meni
dilbaz,şuh
dingil,aks
dink,Şayak
diri,zinde
dişi,kadın
disk,Teker
diya,slayt
dize,Mısra
doku,nesiç
dolan,Hile
doyma,işba
dram,drama
drama,dram
dudak,ağız
dümen,hile
dün,geçmiş
dura,Nokta
düşün,Rüya
düzgü,norm
duzine,Çok
ebat,Boyut
ebed,bengi
ebleh,alık
ecinni,cin
edat,ilgeç
ede,ağabey
eder,değer
edip,yazar
efe,ağabey
efriz,friz
eğer,şayet
eğim,meyil
eğme,İmale
eğri,yüzey
ehli,Evcil
ehven,ucuz
ekip,takım
eksıt,Asit
ekstrem,uç
ekti,cimri
eleman,öge
elleme,iyi
emanet,ruh
emcek,meme
emcik,meme
engin,vâsi
enik,çocuk
enli,geniş
epey,epeyi
epeyi,epey
erat,erler
eren,ermiş
erin,ergen
ermiş,veli
ersu,Fazla
esas,temel
esasi,asal
esen,salim
esin,ilham
eslek,muti
eşme,pınar
esre,kesre
eşşek,Eşek
etçi,kasap
eten,etene
etki,tesir
etkin,atom
etli,kalın
evce,evcek
evgin,acil
evlad,Zâde
ezinç,azap
faal,aktif
faça,surat
facia,afet
faki,Ünvan
far,düzgün
fare,Sıçan
fasıla,Ara
felah,onma
fener,askı
ferç,vulva
ferli,ışık
fersiz,yüz
fert,Birey
ferz,Vezir
fevt,yitme
feyyaz,gür
figür,Beti
fiil,Eylem
finans,mal
fino,esrar
firez,ekin
fiş,makbuz
fışkın,piç
fit,ödeşme
fiyat,paha
fiyonk,Yay
flaş,gözde
fobi,yılgı
form,şekil
frak,Siyah
friz,efriz
füsun,büyü
füze,Roket
gala,Artık
gali,Artık
gama,Gamma
garbı,Batı
gari,Artık
gato,çörek
ge,okunuşu
geriş,sırt
gibi,Takım
gıcır,yeni
gıda,besin
gidon,fors
gıybet,kov
gödeş,etli
gön,kösele
göze,hücre
gözgü,ayna
grek,helen
gudde,beze
güdük,kısa
gulaş,Etli
gülg,pembe
günöte,evç
günü,haset
gür,feyyaz
güre,ürkek
güruh,sürü
guşa,guatr
güya,sanki
habbe,evin
habis,Kötü
hadi,haydi
hafi,saklı
hail,engel
hali,tenha
hamız,asit
hamule,yük
hapaz,avuç
har,yakıcı
harcı,Ucuz
harfin,Kod
harir,ipek
harp,Savaş
hart,yemek
haslet,huy
hatıra,Anı
haydi,hadi
hayin,Hain
hayıt,ayıt
hazreti,Hz
he,okunuşu
helen,grek
heng,kavga
henüz,yeni
herif,adam
hibe,Bağış
hicret,göç
hila,Yaygı
hilaf,ters
hin,zamane
hırt,ahmak
hısım,Dost
hisli,içli
hızma,küpe
hücre,göze
hüda,tanrı
hukuk,tüze
hüra,Hurra
hurluk,Hür
hz,Hazreti
iare,ödünç
iaşe,bakma
icad,Buluş
icat,Buluş
içli,hisli
içtim,Zerk
ideal,ülkü
iflah,onma
ifşa,yayma
iğdiş,İdiş
ikili,düet
ikon,İkona
ikona,İkon
ilbay,vali
ilgeç,edat
ilham,Esin
ilki,Yılkı
imal,yapım
imale,eğme
imam,önder
iman,inanç
imdat,Aybı
imdi,artık
imge,hülya
imk,olanak
imlek,Logo
imleme,ima
inak,dogma
inam,vedia
ineç,Tekne
inen,Nazil
iniş,çöküş
inme,nüzul
inmiş,İnik
inşa,kurma
intiha,Son
intikam,öç
ırakı,Rakı
iridyum,Ir
işçi,Amele
islav,slav
işler,Amal
ispit,jant
isret,İçki
issı,Sahip
istar,Halı
istem,arzu
istemem,Yo
istif,stok
itfa,sönüm
itina,Özen
iyon,yükün
jant,ispit
je,okunuşu
jest,Çalım
kaban,tepe
kabile,Boy
kaç,birçok
kadem,adım
kadro,ekip
kafe,Kahve
kafi,Yeter
kalıç,Orak
kama,kıskı
kamu,bütün
kangal,Tel
kanun,Yasa
kapan,hile
kaptan,efe
kara,Siyah
kaşe,mühür
kasır,köşk
kast,Kasıt
katar,tren
kati,kesin
katil,cani
kavm,etnik
kaya,kayaç
kaydet,Yaz
kaz,budala
ke,okunuşu
kebe,Barak
kele,tosun
kelle,kafa
kelp,Basir
kelt,İskoç
kent,Şehir
ker,kudret
kerim,asil
kesre,esre
kete,Yağlı
kılağı,zağ
kile,ölçek
kımız,Ekşi
kıran,afet
kirç,Kışın
kırcı,dolu
kırma,pili
kırmızı,Al
kisi,Şahıs
kışlık,yer
kıyı,Kenar
kıymık,Yam
kıyye,okka
klas,sınıf
klik,hizip
klon,kopya
kodik,Sıpa
köken,asıl
komut,emir
kopya,klon
kora,Çabuk
koşam,avuç
köşk,kasır
kosul,Şart
kot,blucin
kov,gıybet
kovuk,Oyuk
koyak,vadi
kr,Kripton
kücu,Köpek
külah,hile
kulüp,pakt
kuma,ortak
künh,içyüz
küp,sarhoş
kupa,yürek
küpe,Hızma
küre,dünya
kurs,çörek
kuş,Dargın
kutay,İpek
kuvve,yeti
kuzen,böle
kuzin,böle
lain,melun
lal,Dilsiz
le,okunuşu
leke,şaibe
lema,Madde
lenf,lenfa
lenfa,lenf
lezzet,haz
liet,Şarkı
lime,parça
lobi,dalan
loda,demet
logo,imlek
logos,deyi
maaş,Aylık
mader,anne
mafevk,üst
mahv,Yıkım
maksi,Uzun
mana,Anlam
mani,Engel
mars,merih
mavera,öte
mebde,ilke
mebzul,çok
mefk,ideal
mehil,önel
memat,ölüm
meme,emcik
mera,Otlak
merih,mars
mert,yiğit
mesa,Akşam
mesai,emek
meşbu,dolu
mevid,Vaad
mevzu,konu
meyan,orta
meyyit,ölü
mil,Balçık
mini,Küçük
mink,vizon
mirat,ayna
misli,Katı
mısra,Dize
moruk,baba
moskof,rus
motif,Örge
müft,beleş
muhip,dost
murdar,pis
murt,Ölmüş
muti,Veren
müze,Çizme
naaş,ceset
nakde,Akçe
namlı,ünlü
naşi,ötürü
natür,doğa
nazım,şiir
nazire,söz
nb,Niobyum
nefer,kişi
neva,nağme
nezir,adak
niçin,niye
nikap,peçe
nisa,kadın
nısıf,yarı
nite,niçin
niye,neden
niza,kavga
norm,düzgü
not,derece
nötür,Ilın
nüzul,inme
obje,Nesne
öbür,diğer
oç,İntikam
ödeş,Takas
ödeşme,fit
ödün,taviz
oğan,tanrı
oğlak,cedi
oğlan,vale
öğle,öğlen
öğlen,öğle
öğür,fırka
oğuz,Azerî
ökçe,topuk
okka,kıyye
ölçü,vezin
ölen,Ölmüş
ölet,kıran
olgu,vakıa
omur,fıkra
onat,uygun
önce,Evvel
öncül,öncü
önel,mehil
opak,Donuk
oral,sözlü
örek,duvar
organ,uzuv
örge,motif
örgen,uzuv
orion,avcı
orun,mevki
ös,Osmiyum
otağ,çerge
öte,mavera
otsu,otsul
otsul,otsu
ötürü,naşi
oval,beyzi
oyuk,Kovuk
özge,başka
özle,Özden
ozlü,Veciz
pagoda,Çin
pahal,aksi
pala,yaygı
panik,ürkü
papel,Para
parça,lime
pare,kısım
parmak,inç
parola,Kod
partner,eş
paye,rütbe
pe,okunuşu
peçe,nikap
peder,baba
pens,pense
pense,pens
pert,zarar
pilaj,Plaj
pili,kırma
pırtı,eşya
pisi,Sipsi
pisik,kedi
piyes,oyun
plak,plaka
plaka,plak
porte,önem
post,makam
puan,nokta
pürüzlü,iş
pusat,Araç
püskü,Eski
raf,Sergen
raşe,ürkme
rasyo,oran
re,okunuşu
refik,zevç
rehin,tutu
reva,uygun
rica,dilek
rijit,Sert
riyal,İran
roket,Füze
sabi,Çaşka
sabık,eski
sabıka,Suç
şad,neşeli
safha,evre
safi,temiz
şahıs,Kişi
sahız,Kişi
şaibe,hile
saik,sebep
sakil,ağır
saksı,kafa
şan,şöhret
sanı,zehap
şanlı,ünlü
şans,Talih
sapak,Çatı
saraç,Deri
sarak,Enli
sarış,Eğir
şarkı,liet
sarman,iri
şart,Koşul
satı,satış
savan,örtü
şayak,Dink
şayet,eğer
sayılma,ad
sazevi,Saz
sb,Antimon
şebnem,çiy
şeci,yiğit
sefir,elçi
sekte,felç
şems,güneş
sepken,kar
şeref,onur
sesli,ünlü
seza,Layık
sezi,sezgi
şia,şiilik
şiar,belgi
siçan,Fare
şiddet,hız
sıfat,Önad
sigar,puro
sihir,büyü
şiilik,şia
şiir,koşuk
sıklet,yük
sili,temiz
sin,makber
sıpa,Kodik
sipsi,Pisi
şiş,şişlik
sitil,Kova
sıvı,likit
siyah,Kara
snop,züppe
soba,Tabla
sofra,anüs
sönüm,itfa
sopa,kötek
sorguç,tuğ
şose,Sifon
soylu,asil
sözde,güya
sperm,meni
spot,peşin
sten,Hafif
stil,biçem
şule,yalım
sulh,Barış
süngü,Rumh
suret,tarz
sütlaç,Süt
sütre,örtü
tabl,davul
tabur,grup
tağa,Silah
taka,Bozuk
takva,züht
talih,şans
tapir,İcat
tapma,Kült
taşak,haya
tasar,plan
tasma,Toht
taviz,Ödün
tazı,Köpek
tazip,Üzme
te,okunuşu
telcik,Lif
telkih,aşı
temiren,Ok
tesir,etki
tike,dilim
tıkır,para
tıpkı,aynı
titrem,ton
toht,tasma
tok,Doymuş
tomar,küme
ton,titrem
topu,hepsi
topuk,ökçe
toy,çaylak
töz,cevher
trans,Aşkı
trap,tuzak
trup,Takım
tuba,Tuğba
tuğ,sorguç
tuğra,tura
tülin,Ayna
tura,tuğra
tuş,Piyano
tütsü,içki
tutuş,Tutu
tüyo,kopya
tüze,hukuk
uçar,uçucu
ucmuş,Uçuk
ufak,Küçük
ufki,yatay
uğur,kadem
ugüz,Azeri
ukde,yumru
ülkem,Ülke
ülser,yara
umum,ahali
umur,işler
urba,Giysi
ürkü,panik
usta,mahir
üstlük,Aba
üstün,faik
utku,yengi
uydu,kimse
uzam,vüsat
uzanti,Dal
uzay,mekân
üzeri,yüzü
üzre,Üzere
vaad,Mevid
vade,mehil
vadi,koyak
vah,beddua
vaki,olmuş
vakıa,olgu
vakıf,para
vale,bacak
vali,ilbay
vapur,Gemi
vasat,orta
vatan,Yurt
ve,okunuşu
vefat,Ölüm
veli,ermiş
veya,yahut
vokal,ünlü
vulva,ferç
vuru,vuruş
vuruş,darp
yabis,Kuru
yaka,sahil
yakut,saha
yalaz,alev
yalı,sahil
yalım,alev
yalnız,ama
yapay,Suni
yapılı,iri
yar,uçurum
yara,yarık
yarı,nısıf
yasa,Kanun
yatay,ufki
yaya,yayan
yayan,yaya
yazı,yazgı
yazım,İmla
ye,okunuşu
yek,toplam
yeksan,düz
yel,Rüzgar
yeröte,evç
yes,Nevmid
yeter,Kâfi
yığım,Stok
yılgı,fobi
yılın,Sene
yoğun,iğne
yomra,Foşa
yöre,civar
yoru,Tabir
yüklü,gebe
yükün,iyon
zağ,kılağı
zamme,ötre
zaten,zati
zati,zaten
zaviye,açı
zayi,yitme
ze,okunuşu
zebun,âciz
zel,Çerçöp
zevce,karı
zikir,Anma
zıkkım,ağı
zira,çünkü
zıttı,Aksi
züht,Takva
zülf,Zülüf
zümre,cins
züppe,snop
abaza,abhaz
abhaz,abaza
abus,acayip
acaba,kuşku
acem,iranlı
acıkara,Sık
açkı,perdah
aday,namzet
adcı,isimci
aded,sayıca
adem,yokluk
adeta,Sanki
afşar,Avşar
ağababa,ata
ağız,kavşak
ağızotu,Yem
ağlı,Şalvar
agraf,kopça
ağyar,eller
ahacık,işte
aheste,ağır
ahize,Alıcı
ahmak,aptal
ahşap,Tahta
akar,akaret
akaret,akar
akçalı,Malî
akçeli,mali
akdarı,darı
akı,seyelan
akıcı,selis
akide,inanç
aklama,ibra
aklan,maile
akman,temiz
akmaz,gölet
aksan,vurgu
akut,iveğen
akva,sağlam
alçalma,zül
algı,alacak
allah,tanrı
almila,Elma
alnaç,Cephe
altan,Kağan
alto,viyola
altun,Altın
alüvyon,lığ
amade,hazır
amil,faktör
amip,Amitoz
amitoz,Amip
amudi,dikey
anbar,Ambar
andız,servi
angıç,Kanat
anlar,Bilir
antrakt,ara
antre,giriş
anyon,eksin
apiko,tetik
april,nisan
aptal,ahmak
arasız,vira
ardıl,halef
ardiye,depo
arefe,Arife
arena,Yarış
argo,jargon
arpa,rüşvet
aşağıda,Dun
aşkın,fazla
asliye,esas
asri,çağdaş
asude,sakin
asurca,Sami
atak,geveze
atama,tayin
ateh,bunama
ati,gelecek
atıl,tembel
atılan,Atık
atın,Beygir
atlas,saten
atlı,süvari
atom,Öğecik
attar,Aktar
aval,Şaşkın
avşar,Afşar
avucu,Avunç
ayar,derece
aybaşı,Âdet
aygıt,Cihaz
ayık,uyanık
ayin,ritüel
aykırı,ters
aymaz,gafil
ayran,Katık
ayrıt,Kenar
ayşin,Aysun
aysun,Aysın
ayvan,eyvan
ayyaş,bekri
azgın,azılı
azık,nevale
azılı,azgın
azra,Bakire
bağan,düşük
bahir,deniz
bahsi,Baksı
bakan,nazır
bakara,İnek
bakış,Nazar
baliğ,ergen
balkı,sancı
banak,Lokma
